Path,Instrument (in full),mel_spectrum,audio,pseudo
Brass/Trumpet_C/ordinario/TpC-ord-B4-pp-N-N.wav,Trumpet in C,"[[[[0.17933579]
   [0.21406622]
   [0.17598724]
   ...
   [0.204424  ]
   [0.00069332]
   [0.09094048]]

  [[0.11053534]
   [0.10012627]
   [0.10881605]
   ...
   [0.14624491]
   [0.03872614]
   [0.08960152]]

  [[0.02274418]
   [0.13428918]
   [0.13219862]
   ...
   [0.06096916]
   [0.07698192]
   [0.        ]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-9.1872353e-06 -1.0097458e-05  3.4155091e-06 ...  9.4348798e-07
 -2.2811782e-06  8.8275701e-06]",5
Brass/Trumpet_C/ordinario/TpC-ord-C5-pp-N-T11d.wav,Trumpet in C,"[[[[0.18498802]
   [0.1966794 ]
   [0.09592819]
   ...
   [0.22674008]
   [0.20713902]
   [0.18371382]]

  [[0.22206783]
   [0.17749481]
   [0.11845293]
   ...
   [0.0931593 ]
   [0.03984852]
   [0.1757946 ]]

  [[0.23701105]
   [0.13108978]
   [0.00809984]
   ...
   [0.        ]
   [0.0622036 ]
   [0.15190668]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-1.9083454e-06  2.2430613e-06 -2.6232592e-06 ... -8.8572851e-06
 -4.4038898e-06 -1.3448094e-05]",5
Brass/Trumpet_C/ordinario/TpC-ord-C#5-pp-N-N.wav,Trumpet in C,"[[[[4.9532700e-02]
   [6.0789965e-02]
   [6.8460941e-02]
   ...
   [0.0000000e+00]
   [2.9790783e-02]
   [5.7927705e-02]]

  [[6.3672639e-02]
   [0.0000000e+00]
   [5.7303332e-02]
   ...
   [8.5717678e-02]
   [1.0069742e-01]
   [6.3599303e-02]]

  [[1.1164160e-01]
   [3.4147739e-02]
   [1.0604858e-04]
   ...
   [0.0000000e+00]
   [1.0259142e-01]
   [4.3212891e-02]]

  ...

  [[0.0000000e+00]
   [0.0000000e+00]
   [0.0000000e+00]
   ...
   [0.0000000e+00]
   [0.0000000e+00]
   [0.0000000e+00]]

  [[0.0000000e+00]
   [0.0000000e+00]
   [0.0000000e+00]
   ...
   [0.0000000e+00]
   [0.0000000e+00]
   [0.0000000e+00]]

  [[0.0000000e+00]
   [0.0000000e+00]
   [0.0000000e+00]
   ...
   [0.0000000e+00]
   [0.0000000e+00]
   [0.0000000e+00]]]]","[ 1.6346166e-06 -1.7848215e-06 -1.3278535e-05 ... -1.3924819e-07
 -1.5138803e-05 -8.9702553e-08]",5
Brass/Trumpet_C/ordinario/TpC-ord-D5-pp-N-N.wav,Trumpet in C,"[[[[0.        ]
   [0.05171061]
   [0.12276153]
   ...
   [0.05971766]
   [0.        ]
   [0.00635719]]

  [[0.01635885]
   [0.02714767]
   [0.        ]
   ...
   [0.02873573]
   [0.04833555]
   [0.03307094]]

  [[0.10095043]
   [0.08203936]
   [0.        ]
   ...
   [0.05587645]
   [0.        ]
   [0.0580842 ]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-2.0957668e-06  2.5816262e-06 -3.3273827e-06 ...  1.0345000e-05
  5.6663193e-06  3.4416153e-06]",6
Brass/Trumpet_C/ordinario/TpC-ord-D#5-pp-N-N.wav,Trumpet in C,"[[[[0.18084955]
   [0.20214996]
   [0.21572895]
   ...
   [0.        ]
   [0.04160967]
   [0.12827225]]

  [[0.13348714]
   [0.03445263]
   [0.07071819]
   ...
   [0.00147209]
   [0.        ]
   [0.0289588 ]]

  [[0.11440468]
   [0.13755779]
   [0.        ]
   ...
   [0.00389557]
   [0.        ]
   [0.        ]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-2.87757575e-05 -1.40872144e-05  1.01760525e-05 ...  1.15168068e-05
  1.73990284e-05  1.38241376e-05]",5
Brass/Trumpet_C/ordinario/TpC-ord-E5-pp-N-T31d.wav,Trumpet in C,"[[[[0.        ]
   [0.0660326 ]
   [0.09813137]
   ...
   [0.00338049]
   [0.07000208]
   [0.13893194]]

  [[0.00504789]
   [0.05662441]
   [0.06827173]
   ...
   [0.05627041]
   [0.        ]
   [0.01801577]]

  [[0.09748907]
   [0.        ]
   [0.        ]
   ...
   [0.08256197]
   [0.        ]
   [0.        ]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 2.8517243e-06 -9.4841671e-06 -9.9004537e-06 ... -4.1291651e-06
  2.6763505e-06 -1.9862630e-06]",5
Brass/Trumpet_C/ordinario/TpC-ord-F5-pp-N-T12d.wav,Trumpet in C,"[[[[0.        ]
   [0.04589224]
   [0.12007113]
   ...
   [0.        ]
   [0.02319422]
   [0.07298174]]

  [[0.03056917]
   [0.        ]
   [0.00343485]
   ...
   [0.        ]
   [0.04222584]
   [0.03054438]]

  [[0.08290968]
   [0.10585575]
   [0.05479527]
   ...
   [0.04813185]
   [0.02304649]
   [0.00413666]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-7.0893875e-06  3.4116805e-05  9.2877599e-07 ...  1.2366147e-06
  1.5646832e-05 -2.2430464e-05]",4
Brass/Trumpet_C/ordinario/TpC-ord-F#5-pp-N-T22d.wav,Trumpet in C,"[[[[0.00818348]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.06381865]
   [0.11377688]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.02777595]
   [0.        ]
   [0.04709806]]

  [[0.04534235]
   [0.0957633 ]
   [0.11206875]
   ...
   [0.        ]
   [0.05769882]
   [0.        ]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-1.25160295e-05 -3.64962034e-06  9.08724178e-06 ... -1.82460508e-06
  2.36196538e-05  1.10052006e-05]",12
Brass/Trumpet_C/ordinario/TpC-ord-G5-pp-N-T25d.wav,Trumpet in C,"[[[[0.11452036]
   [0.13429698]
   [0.08586264]
   ...
   [0.1385189 ]
   [0.1402072 ]
   [0.10032062]]

  [[0.03305588]
   [0.05177889]
   [0.02369061]
   ...
   [0.0683547 ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.06057892]
   [0.        ]
   ...
   [0.01959333]
   [0.        ]
   [0.        ]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-1.8464052e-06  1.7966959e-06 -1.6656704e-06 ...  6.9380949e-06
 -2.6687248e-05 -8.9573950e-06]",4
Brass/Trumpet_C/ordinario/TpC-ord-G#5-pp-N-T23d.wav,Trumpet in C,"[[[[0.14891052]
   [0.11818027]
   [0.01532631]
   ...
   [0.10624953]
   [0.01457577]
   [0.01258211]]

  [[0.17131558]
   [0.12098141]
   [0.        ]
   ...
   [0.02482138]
   [0.        ]
   [0.        ]]

  [[0.16751528]
   [0.10352774]
   [0.02703304]
   ...
   [0.03720207]
   [0.        ]
   [0.        ]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 7.83584255e-06 -1.52732537e-05 -1.74844172e-06 ... -9.88080592e-06
  1.60172021e-05  1.29989985e-05]",12
Brass/Trumpet_C/ordinario/TpC-ord-A5-pp-N-T26d.wav,Trumpet in C,"[[[[0.        ]
   [0.        ]
   [0.08794451]
   ...
   [0.11671505]
   [0.15982275]
   [0.15496969]]

  [[0.02555609]
   [0.02970581]
   [0.10246162]
   ...
   [0.04999304]
   [0.0346117 ]
   [0.        ]]

  [[0.12238751]
   [0.08368377]
   [0.02453146]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 7.1812665e-06  2.8547784e-05  2.4433612e-06 ... -1.0756783e-05
  3.9783881e-06 -1.7767488e-05]",12
Brass/Trumpet_C/ordinario/TpC-ord-A#5-pp-N-N.wav,Trumpet in C,"[[[[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.08359184]
   [0.0507618 ]
   [0.07011051]]

  [[0.        ]
   [0.        ]
   [0.02610922]
   ...
   [0.00944176]
   [0.        ]
   [0.02761488]]

  [[0.00513048]
   [0.        ]
   [0.06427526]
   ...
   [0.00127859]
   [0.00166731]
   [0.00678549]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-4.4183689e-06  1.1404802e-05  2.2146116e-05 ...  4.7873673e-06
 -1.2636638e-05 -1.5487200e-05]",0
Brass/Trumpet_C/ordinario/TpC-ord-B5-pp-N-N.wav,Trumpet in C,"[[[[0.04188547]
   [0.10908928]
   [0.0947504 ]
   ...
   [0.03273306]
   [0.07777271]
   [0.03727541]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 1.2538385e-05  8.6324617e-06  1.1944008e-05 ...  2.1222286e-07
 -1.8680976e-07  1.8483661e-07]",12
Brass/Trumpet_C/ordinario/TpC-ord-C6-pp-N-N.wav,Trumpet in C,"[[[[0.10334454]
   [0.04400911]
   [0.        ]
   ...
   [0.03527107]
   [0.07780514]
   [0.07999878]]

  [[0.1069745 ]
   [0.05330057]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.1125226 ]
   [0.02130899]
   [0.        ]
   ...
   [0.02490187]
   [0.        ]
   [0.        ]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 2.1607266e-06 -2.1745218e-06  1.9857544e-06 ...  9.3616127e-06
  8.6345917e-06 -1.1683689e-05]",12
Brass/Trumpet_C/ordinario/TpC-ord-C#6-pp-N-N.wav,Trumpet in C,"[[[[0.00276003]
   [0.        ]
   [0.        ]
   ...
   [0.18768182]
   [0.17857428]
   [0.18525057]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.0025547 ]]

  [[0.02340364]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.00188313]
   [0.        ]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-6.2756590e-06 -1.9864179e-05 -5.7535362e-06 ...  8.8568995e-06
  9.8006285e-06 -3.1298837e-06]",4
Brass/Trumpet_C/ordinario/TpC-ord-D6-pp-N-N.wav,Trumpet in C,"[[[[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.21514234]
   [0.21272545]
   [0.21337843]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-1.9383151e-08 -7.2416151e-07  2.1230604e-05 ...  4.8820289e-06
  1.1464170e-05  1.8314566e-05]",12
Brass/Trumpet_C/ordinario/TpC-ord-F#3-mf-N-T23u.wav,Trumpet in C,"[[[[0.18235645]
   [0.14815512]
   [0.08765326]
   ...
   [0.25061712]
   [0.11901884]
   [0.08361225]]

  [[0.206458  ]
   [0.20012388]
   [0.03603983]
   ...
   [0.13956252]
   [0.16299506]
   [0.08518744]]

  [[0.21159658]
   [0.14306632]
   [0.14489222]
   ...
   [0.06669302]
   [0.04683352]
   [0.03779297]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 7.7299774e-07  7.2061084e-08 -3.6093756e-05 ... -2.2120767e-06
  1.6154245e-06 -1.1688935e-06]",5
Brass/Trumpet_C/ordinario/TpC-ord-G3-mf-N-T12u.wav,Trumpet in C,"[[[[0.17942981]
   [0.24491516]
   [0.22677326]
   ...
   [0.1943922 ]
   [0.21875247]
   [0.2051568 ]]

  [[0.21600017]
   [0.18169555]
   [0.00826244]
   ...
   [0.        ]
   [0.02142334]
   [0.03056164]]

  [[0.21564722]
   [0.1599946 ]
   [0.        ]
   ...
   [0.06020918]
   [0.05205097]
   [0.09888325]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.02020416]
   [0.01580639]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-7.3376577e-07  2.3637549e-06 -2.4680281e-05 ...  8.8820761e-06
  2.5613768e-05 -3.6853826e-06]",6
Brass/Trumpet_C/ordinario/TpC-ord-G#3-mf-N-N.wav,Trumpet in C,"[[[[0.1170641 ]
   [0.10998611]
   [0.08332729]
   ...
   [0.030865  ]
   [0.14443693]
   [0.18427277]]

  [[0.1707119 ]
   [0.16006327]
   [0.03633051]
   ...
   [0.05194416]
   [0.04234066]
   [0.        ]]

  [[0.16806488]
   [0.14133176]
   [0.        ]
   ...
   [0.00028572]
   [0.03698063]
   [0.        ]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 1.2767268e-06 -2.3736618e-05 -9.5211435e-06 ...  1.5843725e-05
 -1.5530397e-05  2.8822638e-08]",5
Brass/Trumpet_C/ordinario/TpC-ord-A3-mf-N-N.wav,Trumpet in C,"[[[[0.14729328]
   [0.0134243 ]
   [0.03881321]
   ...
   [0.16416569]
   [0.1258645 ]
   [0.10588522]]

  [[0.1615142 ]
   [0.13889313]
   [0.06128378]
   ...
   [0.08260393]
   [0.05134583]
   [0.01442947]]

  [[0.18067189]
   [0.16801795]
   [0.        ]
   ...
   [0.07456703]
   [0.06940861]
   [0.07984333]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.06548033]
   [0.02273302]
   [0.02186709]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-1.0424759e-05 -2.3865839e-05  1.4973339e-06 ...  9.8400260e-06
 -3.2038724e-06  1.7926841e-06]",5
Brass/Trumpet_C/ordinario/TpC-ord-A#3-mf-N-N.wav,Trumpet in C,"[[[[0.08969355]
   [0.03341942]
   [0.        ]
   ...
   [0.16028023]
   [0.11813144]
   [0.01350698]]

  [[0.11053734]
   [0.09662209]
   [0.09089623]
   ...
   [0.00436001]
   [0.        ]
   [0.06630726]]

  [[0.13784409]
   [0.14840393]
   [0.13211823]
   ...
   [0.02505178]
   [0.        ]
   [0.03391657]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 2.3251632e-06 -2.4389214e-05 -2.4644367e-05 ...  3.1936725e-06
 -8.8101260e-06 -1.0798882e-05]",5
Brass/Trumpet_C/ordinario/TpC-ord-B3-mf-N-N.wav,Trumpet in C,"[[[[0.1080635 ]
   [0.04010696]
   [0.17566863]
   ...
   [0.15591364]
   [0.16378021]
   [0.17531005]]

  [[0.07919236]
   [0.06508627]
   [0.02159452]
   ...
   [0.00505838]
   [0.        ]
   [0.0562252 ]]

  [[0.08995581]
   [0.        ]
   [0.01968927]
   ...
   [0.        ]
   [0.02288961]
   [0.        ]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-5.1867682e-06  8.8929082e-06 -3.8554776e-05 ... -6.8071877e-06
  4.7264630e-06 -3.6393646e-06]",5
Brass/Trumpet_C/ordinario/TpC-ord-C4-mf-N-N.wav,Trumpet in C,"[[[[0.09159432]
   [0.1384717 ]
   [0.13192788]
   ...
   [0.06946316]
   [0.11145039]
   [0.11694775]]

  [[0.1306611 ]
   [0.15411368]
   [0.        ]
   ...
   [0.04237289]
   [0.09488239]
   [0.02204275]]

  [[0.12972537]
   [0.11500178]
   [0.1406312 ]
   ...
   [0.01014147]
   [0.        ]
   [0.13048248]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-6.9742091e-06 -3.9848499e-05 -1.0506110e-04 ... -1.1773605e-05
 -3.1214295e-06  2.8331633e-06]",5
Brass/Trumpet_C/ordinario/TpC-ord-C#4-mf-N-T17u.wav,Trumpet in C,"[[[[0.27450332]
   [0.25205666]
   [0.18981218]
   ...
   [0.16149902]
   [0.20248528]
   [0.2253705 ]]

  [[0.29953107]
   [0.23302631]
   [0.05411663]
   ...
   [0.        ]
   [0.03697157]
   [0.04225521]]

  [[0.31015134]
   [0.23026161]
   [0.03766165]
   ...
   [0.03343468]
   [0.03797798]
   [0.11984739]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 2.3563112e-05  1.2224668e-04  2.4347605e-04 ...  2.3354762e-05
  1.1000326e-05 -4.3651071e-06]",12
Brass/Trumpet_C/ordinario/TpC-ord-D4-mf-N-T13u.wav,Trumpet in C,"[[[[0.18951741]
   [0.23831496]
   [0.19221754]
   ...
   [0.        ]
   [0.15337725]
   [0.10341225]]

  [[0.12926283]
   [0.10084333]
   [0.12860203]
   ...
   [0.04568014]
   [0.13234778]
   [0.08848038]]

  [[0.06417523]
   [0.        ]
   [0.01751261]
   ...
   [0.09093447]
   [0.06998815]
   [0.08585224]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 2.5105546e-06 -3.2983953e-06 -1.0361429e-05 ...  4.7683625e-07
  1.4364803e-05  1.1926696e-06]",5
Brass/Trumpet_C/ordinario/TpC-ord-D#4-mf-N-T16u.wav,Trumpet in C,"[[[[0.10987835]
   [0.14711896]
   [0.13495159]
   ...
   [0.15967397]
   [0.09693041]
   [0.05154943]]

  [[0.08094768]
   [0.07347069]
   [0.0409111 ]
   ...
   [0.07112055]
   [0.        ]
   [0.        ]]

  [[0.01257954]
   [0.10520048]
   [0.        ]
   ...
   [0.04055433]
   [0.06272878]
   [0.        ]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-6.2477775e-06 -2.0103646e-05 -2.0050327e-05 ...  7.4616983e-06
 -2.0079751e-06  1.0466028e-06]",6
Brass/Trumpet_C/ordinario/TpC-ord-E4-mf-N-T11u.wav,Trumpet in C,"[[[[0.06015597]
   [0.01298714]
   [0.        ]
   ...
   [0.12000723]
   [0.0612607 ]
   [0.        ]]

  [[0.09567919]
   [0.03462448]
   [0.        ]
   ...
   [0.        ]
   [0.02272158]
   [0.        ]]

  [[0.12196684]
   [0.05828037]
   [0.        ]
   ...
   [0.        ]
   [0.0322999 ]
   [0.00047808]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 1.1842581e-05  8.4912172e-06 -7.6013384e-06 ...  9.1916008e-06
  1.0054035e-05 -3.4103141e-06]",5
Brass/Trumpet_C/ordinario/TpC-ord-F4-mf-N-T25u.wav,Trumpet in C,"[[[[0.101859  ]
   [0.02942782]
   [0.10874605]
   ...
   [0.16565123]
   [0.2028747 ]
   [0.23289613]]

  [[0.06453333]
   [0.0442091 ]
   [0.05771627]
   ...
   [0.        ]
   [0.        ]
   [0.0425333 ]]

  [[0.07312069]
   [0.        ]
   [0.02413683]
   ...
   [0.        ]
   [0.03520041]
   [0.        ]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-5.6659919e-06  1.1890894e-05  2.3645553e-05 ... -9.4809584e-06
 -9.8664641e-06  3.3210235e-06]",4
Brass/Trumpet_C/ordinario/TpC-ord-F#4-mf-N-T16u.wav,Trumpet in C,"[[[[0.04378681]
   [0.09166642]
   [0.14908504]
   ...
   [0.16717052]
   [0.        ]
   [0.08545103]]

  [[0.07641582]
   [0.0852293 ]
   [0.05231934]
   ...
   [0.13313198]
   [0.0479208 ]
   [0.00076828]]

  [[0.0702465 ]
   [0.        ]
   [0.05618916]
   ...
   [0.07971497]
   [0.03934545]
   [0.03010597]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[ 2.3997563e-06 -7.6260476e-06 -3.3295481e-05 ...  7.9546862e-07
 -6.4094979e-06 -3.4470308e-05]",5
Brass/Trumpet_C/ordinario/TpC-ord-G4-mf-N-T15u.wav,Trumpet in C,"[[[[0.00897169]
   [0.06987457]
   [0.13445397]
   ...
   [0.1527566 ]
   [0.1522049 ]
   [0.15515336]]

  [[0.07641859]
   [0.0920825 ]
   [0.00097866]
   ...
   [0.09209423]
   [0.06317778]
   [0.04489918]]

  [[0.12969561]
   [0.11901131]
   [0.        ]
   ...
   [0.        ]
   [0.0396451 ]
   [0.02246389]]

  ...

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]

  [[0.        ]
   [0.        ]
   [0.        ]
   ...
   [0.        ]
   [0.        ]
   [0.        ]]]]","[-1.08657405e-05 -2.26199627e-05 -4.87378566e-06 ...  1.63200748e-05
 -1.49421830e-05 -9.17658326e-07]",5
